identifier,incident,start date,end date,number of deaths,state,start_month,end_month
IBD028316,Bandits Kill 2,2023-10-28,2023-10-28,2,Kaduna,10,10
IBD028329,Herdsmen Vs Man,2023-10-28,2023-10-28,1,Plateau,10,10
IBD028355,Assailants Vs Motorcyclist,2023-10-28,2023-10-28,3,Plateau,10,10
IBD028277,Kidnappers Kill Baby,2023-10-28,2023-10-28,1,Kwara,10,10
IBD028279,Army Vs Terrorists,2023-10-28,2023-10-28,2,Anambra,10,10
IBD028275,Two Men Die,2023-10-28,2023-10-28,2,Kano,10,10
IBD028352,Robbery Gang Killed,2023-10-28,2023-10-28,1,Ondo,10,10
IBD028274,Gunmen Kill 1,2023-10-28,2023-10-28,1,Benue,10,10
IBD028276,Sea Pirates Vs Fishermen Offshore,2023-10-28,2023-10-28,9,Akwa Ibom,10,10
IBD029525,Gunmen Vs Policemen,2023-10-27,2023-10-27,2,Abia,10,10
IBD031414,Man Kills Baby,2023-10-27,2023-10-27,1,Delta,10,10
IBD028273,Cult Clash,2023-10-27,2023-10-27,4,Edo,10,10
IBD028312,Man Drowns In Beach,2023-10-27,2023-10-27,1,Lagos,10,10
IBD028280,Farmer Killed,2023-10-26,2023-10-26,1,Abuja,10,10
IBD028264,Army Vs Boko Haram,2023-10-26,2023-10-26,4,Yobe,10,10
IBD028270,Banditry,2023-10-26,2023-10-26,6,Zamfara,10,10
IBD028301,Boat Mishap,2023-10-26,2023-10-26,2,Lagos,10,10
IBD028283,Electrocution,2023-10-26,2023-10-26,1,Edo,10,10
IBD028269,Herdsmen Attack,2023-10-26,2023-10-27,3,Benue,10,10
IBD028284,Communal Clash,2023-10-26,2023-10-26,20,Cross River,10,10
IBD028254,Assailants Vs Motorcyclist,2023-10-25,2023-10-25,1,Osun,10,10
IBD028261,Gunmen Vs Policeman,2023-10-25,2023-10-25,1,Abia,10,10
IBD028263,Army Vs Boko Haram,2023-10-25,2023-10-25,6,Yobe,10,10
IBD028265,Police Kill 1,2023-10-25,2023-10-25,1,Rivers,10,10
IBD028259,Ritual Killing,2023-10-25,2023-10-25,1,Rivers,10,10
IBD028268,Soldiers Vs Bandits,2023-10-25,2023-10-25,2,Kaduna,10,10
IBD028291,Bandits Kill Woman,2023-10-24,2023-10-24,1,Katsina,10,10
IBD028257,Bandits Attack,2023-10-24,2023-10-24,2,Kaduna,10,10
IBD028258,Bandits Attack,2023-10-24,2023-10-24,1,Kaduna,10,10
IBD028256,Gunmen Attack,2023-10-24,2023-10-24,3,Edo,10,10
IBD028631,Man Vs Wife,2023-10-24,2023-10-24,1,Lagos,10,10
IBD028250,Domestic Violence,2023-10-24,2023-10-24,1,Benue,10,10
IBD028246,Ansaru Attack,2023-10-24,2023-10-24,2,Kaduna,10,10
IBD028251,Soldiers Vs Bandits,2023-10-24,2023-10-24,4,Plateau,10,10
IBD028234,Baby Dies,2023-10-23,2023-10-23,1,Abia,10,10
IBD028247,Assailants Vs Businesswoman,2023-10-23,2023-10-23,1,Akwa Ibom,10,10
IBD028249,Army Vs Iswap,2023-10-23,2023-10-23,9,Borno,10,10
IBD028230,Vigilante Member Dies,2023-10-23,2023-10-23,1,Edo,10,10
IBD028248,Gunmen Vs Idps,2023-10-23,2023-10-23,3,Benue,10,10
IBD028253,Woman Vs Neighbour,2023-10-23,2023-10-23,1,Cross River,10,10
IBD028233,Commuters,2023-10-23,2023-10-23,3,Kwara,10,10
IBD028252,Army Vs Bandits,2023-10-23,2023-10-24,25,Sokoto,10,10
IBD028236,Security Operatives Vs Bandits,2023-10-22,2023-10-22,1,Kebbi,10,10
IBD028226,Auto Crash,2023-10-22,2023-10-22,5,Ogun,10,10
IBD028235,Banditry,2023-10-22,2023-10-22,7,Katsina,10,10
IBD028245,Ritual Killing,2023-10-22,2023-10-22,1,Oyo,10,10
IBD028242,Assailants Vs Student,2023-10-22,2023-10-22,1,Gombe,10,10
IBD028224,Auto Crash,2023-10-22,2023-10-22,2,Kwara,10,10
IBD028229,Woman Dies,2023-10-22,2023-10-22,1,Cross River,10,10
IBD028232,Man Vs Student,2023-10-22,2023-10-22,1,Bauchi,10,10
IBD028676,Gunmen Attack,2023-10-21,2023-10-21,8,Plateau,10,10
IBD029326,Medical Negligence,2023-10-21,2023-10-21,1,Lagos,10,10
IBD028243,Ex In Law Vs Man,2023-10-21,2023-10-21,1,Niger,10,10
IBD028227,Tanker Explosion,2023-10-21,2023-10-21,5,Kwara,10,10
IBD028225,Army Vs Gunmen,2023-10-21,2023-10-21,1,Imo,10,10
IBD028217,Mysterious Death,2023-10-21,2023-10-21,1,Borno,10,10
IBD028262,Student Kidnapper Kills Child,2023-10-21,2023-10-21,1,Plateau,10,10
IBD028215,Mysterious Death,2023-10-20,2023-10-20,1,Abia,10,10
IBD028212,Army Vs Iswap,2023-10-20,2023-10-20,6,Borno,10,10
IBD028214,Mob Vs Man,2023-10-20,2023-10-20,1,Nasarawa,10,10
IBD028219,Mob Vs Man,2023-10-20,2023-10-20,1,Kogi,10,10
IBD028211,Boat Mishap,2023-10-20,2023-10-20,2,Niger,10,10
IBD028216,Assassins Vs Mother,2023-10-20,2023-10-20,1,Gombe,10,10
IBD028220,Auto Crash,2023-10-20,2023-10-20,7,Osun,10,10
IBD028209,Flooding,2023-10-20,2023-10-20,1,Abuja,10,10
IBD028223,Clerics Vs Surveyor,2023-10-20,2023-10-20,1,Oyo,10,10
IBD028208,Bank Robbery,2023-10-20,2023-10-20,9,Benue,10,10
IBD028260,Naf Vs Bandits,2023-10-20,2023-10-20,50,Niger,10,10
IBD028218,Security Operatives Vs Bandits,2023-10-19,2023-10-19,1,Bauchi,10,10
IBD028231,Boat Mishap,2023-10-19,2023-10-19,5,Edo,10,10
IBD028201,Auto Crash,2023-10-19,2023-10-19,1,Kwara,10,10
IBD028221,Auto Crash,2023-10-19,2023-10-19,3,Akwa Ibom,10,10
IBD028228,Boko Haram Vs Customs Officer,2023-10-19,2023-10-19,1,Yobe,10,10
IBD028210,Auto Crash,2023-10-19,2023-10-19,1,Anambra,10,10
IBD028222,Student Dies,2023-10-19,2023-10-19,1,Kaduna,10,10
IBD029860,Police Officer Killed One,2023-10-18,2023-10-18,1,Imo,10,10
IBD028207,Gunmen Vs Officer,2023-10-18,2023-10-18,1,Cross River,10,10
IBD028192,Banditry,2023-10-18,2023-10-18,2,Kebbi,10,10
IBD028197,Auto Crash,2023-10-18,2023-10-18,23,Yobe,10,10
IBD028200,Assailants Vs Corps Member,2023-10-18,2023-10-18,1,Kaduna,10,10
IBD028204,Robbers Vs Bread Seller,2023-10-18,2023-10-18,1,Kwara,10,10
IBD028198,Man Vs Community Volunteer Guard,2023-10-18,2023-10-18,1,Benue,10,10
IBD028202,Man Vs Teacher,2023-10-18,2023-10-18,1,Delta,10,10
IBD028238,Bandits Attack,2023-10-18,2023-10-21,3,Kaduna,10,10
IBD028205,Banditry,2023-10-18,2023-10-18,1,Kaduna,10,10
IBD028193,Filling Station Fire,2023-10-18,2023-10-18,2,Ogun,10,10
IBD028203,3 People Burnt To Death,2023-10-18,2023-10-18,3,Anambra,10,10
IBD028190,Fulani Herdsmen Attack,2023-10-17,2023-10-17,5,Benue,10,10
IBD028191,Fulani Herdsmen Attack,2023-10-17,2023-10-17,4,Benue,10,10
IBD028196,Army Vs Terrorists,2023-10-17,2023-10-17,4,Kaduna,10,10
IBD028188,Gunmen Kill Businessman,2023-10-17,2023-10-17,1,Niger,10,10
IBD028267,Man Vs Girlfriend,2023-10-17,2023-10-17,1,Delta,10,10
IBD028186,Boy Dies,2023-10-17,2023-10-17,1,Ogun,10,10
IBD028189,Assailants Vs Lawmakers Daughter,2023-10-17,2023-10-17,1,Borno,10,10
IBD028436,Man Vs Teenage Girl,2023-10-17,2023-10-17,1,Enugu,10,10
IBD028194,Assailants Vs Doctor,2023-10-17,2023-10-17,1,Nasarawa,10,10
IBD018157,Ritual Killing,2023-10-16,2023-10-16,1,Oyo,10,10
IBD028178,Twin Die,2023-10-16,2023-10-16,2,Lagos,10,10
IBD028156,Man Kills Woman,2023-10-16,2023-10-16,1,Edo,10,10
IBD028195,Banditry,2023-10-16,2023-10-16,3,Zamfara,10,10
IBD028241,Boko Haram Kills 7,2023-10-16,2023-10-16,7,Borno,10,10
IBD028858,Cult Clash,2023-10-15,2023-10-15,4,Ebonyi,10,10
IBD029709,Ritual Killing,2023-10-15,2023-10-15,1,Ondo,10,10
IBD028180,Bandits Kill 2,2023-10-15,2023-10-15,4,Kaduna,10,10
IBD028176,Auto Crash,2023-10-15,2023-10-15,1,Ogun,10,10
IBD028181,Domestic Violence,2023-10-15,2023-10-15,1,Delta,10,10
IBD028239,Assailants Vs Women,2023-10-15,2023-10-15,2,Plateau,10,10
IBD028240,Assailants Kill Man,2023-10-15,2023-10-15,1,Plateau,10,10
IBD028255,Missing Genital,2023-10-15,2023-10-15,1,Abuja,10,10
IBD028173,Youths Vs Police,2023-10-15,2023-10-15,1,Delta,10,10
IBD028184,Gunmen Vs Vigilante,2023-10-15,2023-10-15,9,Bauchi,10,10
IBD028177,Fulani Herdsmen Attack,2023-10-14,2023-10-14,5,Oyo,10,10
IBD028168,Auto Crash,2023-10-14,2023-10-14,3,Lagos,10,10
IBD028172,Police Vs Kidnapper,2023-10-14,2023-10-14,1,Abuja,10,10
IBD028305,Hoodlums Vs Okada Riders,2023-10-14,2023-10-20,20,Ondo,10,10
IBD028164,Cult Clash,2023-10-14,2023-10-14,3,Ogun,10,10
IBD028171,Naf Vs Terrorists,2023-10-14,2023-10-14,55,Borno,10,10
IBD028169,Herders Kill 3,2023-10-14,2023-10-14,3,Benue,10,10
IBD028266,Auto Crash,2023-10-14,2023-10-14,15,Oyo,10,10
IBD028175,Flood Victim,2023-10-14,2023-10-14,1,Enugu,10,10
IBD028162,Electrocution,2023-10-13,2023-10-13,9,Plateau,10,10
IBD028185,Gunmen Vs Registrar,2023-10-13,2023-10-13,1,Imo,10,10
IBD028166,Herdsmen Vs Travellers,2023-10-13,2023-10-13,3,Benue,10,10
IBD028206,Hoodlums Vs Teachers,2023-10-13,2023-10-13,2,Ebonyi,10,10
IBD028237,Police Vs Man,2023-10-13,2023-10-13,1,Anambra,10,10
IBD028167,Army Vs Bandit Kadauna,2023-10-13,2023-10-13,1,Unknown,10,10
IBD028153,Tanker Crash,2023-10-12,2023-10-12,10,Lagos,10,10
IBD028155,Thunder Strike,2023-10-12,2023-10-12,1,Benue,10,10
IBD028163,Flood Disaster,2023-10-11,2023-10-11,1,Imo,10,10
IBD028152,Gunmen Kill 2,2023-10-11,2023-10-11,2,Taraba,10,10
IBD028160,Ipob Esn Vs Victims,2023-10-11,2023-10-11,10,Imo,10,10
IBD028151,Building Collapse,2023-10-11,2023-10-11,2,Osun,10,10
IBD028187,Gunmen Vs Nscdc Personnel,2023-10-11,2023-10-11,1,Bauchi,10,10
IBD028154,Bandits Vs Ransom Bearer,2023-10-11,2023-10-11,1,Kaduna,10,10
IBD028174,Naf Vs Bandits,2023-10-11,2023-10-11,50,Zamfara,10,10
IBD028143,Banditry,2023-10-10,2023-10-10,4,Sokoto,10,10
IBD028148,Auto Crash,2023-10-10,2023-10-10,3,Abuja,10,10
IBD028146,Cultists Vs Mechanic,2023-10-10,2023-10-10,1,Rivers,10,10
IBD028183,Assailants Vs Driver,2023-10-10,2023-10-10,1,Rivers,10,10
IBD028150,Auto Crash,2023-10-10,2023-10-10,3,Ogun,10,10
IBD028182,Kidnappers Vs Man,2023-10-10,2023-10-10,1,Edo,10,10
IBD028147,Gunmen Vs Businessman,2023-10-10,2023-10-10,1,Rivers,10,10
IBD028179,Domestic Violence,2023-10-10,2023-10-10,1,Akwa Ibom,10,10
IBD028157,Security Operatives Vs Kidnapper,2023-10-10,2023-10-10,1,Niger,10,10
IBD028140,Auto Crash,2023-10-10,2023-10-10,1,Abia,10,10
IBD028131,Auto Crash,2023-10-10,2023-10-10,4,Ogun,10,10
IBD028199,Man Kills Friend,2023-10-10,2023-10-10,1,Benue,10,10
IBD028141,Sorcery,2023-10-10,2023-10-10,1,Bauchi,10,10
IBD028144,Banditry,2023-10-10,2023-10-10,1,Niger,10,10
IBD028213,Army Vs Bandit,2023-10-09,2023-10-09,1,Benue,10,10
IBD028161,Cab Driver,2023-10-09,2023-10-09,1,Ogun,10,10
IBD028138,Haulage Driver,2023-10-09,2023-10-09,1,Anambra,10,10
IBD028136,Assailant Vs Woman,2023-10-09,2023-10-09,1,Delta,10,10
IBD028134,Gunmen Vs Vigilante,2023-10-09,2023-10-09,2,Delta,10,10
IBD028132,Man Vs Trader,2023-10-08,2023-10-08,1,Edo,10,10
IBD028340,Inferno,2023-10-08,2023-10-15,8,Kano,10,10
IBD028128,Banditry,2023-10-08,2023-10-08,1,Sokoto,10,10
IBD028123,Thugs Clash,2023-10-07,2023-10-07,2,Kogi,10,10
IBD028119,Banditry,2023-10-07,2023-10-07,4,Kaduna,10,10
IBD028137,Police Vs Kidnappers,2023-10-07,2023-10-07,67,Bauchi,10,10
IBD028149,Gunmen Attack,2023-10-07,2023-10-07,4,Benue,10,10
IBD028122,Herders Vs Farmers,2023-10-07,2023-10-07,2,Kebbi,10,10
IBD028376,Kidnap Victims,2023-10-07,2023-10-07,5,Kaduna,10,10
IBD028129,Auto Crash,2023-10-06,2023-10-06,4,Imo,10,10
IBD028126,Gunmen Attack,2023-10-06,2023-10-06,2,Imo,10,10
IBD028133,Man Vs Mob,2023-10-05,2023-10-05,1,Abuja,10,10
IBD028118,Man Kills 8,2023-10-05,2023-10-05,9,Adamawa,10,10
IBD028105,Man Kills 9,2023-10-05,2023-10-05,9,Adamawa,10,10
IBD028115,Banditry,2023-10-05,2023-10-05,2,Benue,10,10
IBD028130,Auto Crash,2023-10-05,2023-10-05,2,Oyo,10,10
IBD028139,Domestic Violence,2023-10-04,2023-10-04,1,Kwara,10,10
IBD028111,Auto Crash,2023-10-04,2023-10-04,1,Lagos,10,10
IBD028113,Auto Crash,2023-10-04,2023-10-04,3,Lagos,10,10
IBD028108,Gunmen Attack,2023-10-04,2023-10-04,1,Osun,10,10
IBD028112,Police Vs Robbers,2023-10-04,2023-10-04,1,Lagos,10,10
IBD028109,Communal Crisis,2023-10-04,2023-10-04,7,Osun,10,10
IBD028100,Auto Crash,2023-10-03,2023-10-03,3,Lagos,10,10
IBD028102,Church Building Collapse,2023-10-03,2023-10-03,1,Benue,10,10
IBD027921,Brothers Vs Man,2023-10-02,2023-10-02,1,Akwa Ibom,10,10
IBD028135,Security Operatives Kill 5,2023-10-02,2023-10-02,5,Katsina,10,10
IBD028099,Boat Mishap,2023-10-02,2023-10-02,23,Kebbi,10,10
IBD028098,Bandits Kill Lga Councillor,2023-10-02,2023-10-02,1,Katsina,10,10
IBD028094,Banditry,2023-10-02,2023-10-02,3,Sokoto,10,10
IBD028114,Gunmen Attack,2023-10-02,2023-10-02,1,Kogi,10,10
IBD028120,Gunmen Kill 3,2023-10-02,2023-10-05,3,Benue,10,10
IBD028125,Man Vs Station Manager,2023-10-02,2023-10-02,1,Edo,10,10
IBD028092,Army Vs Gunmen,2023-10-02,2023-10-02,12,Imo,10,10
IBD028080,Electrocution,2023-10-02,2023-10-02,4,Taraba,10,10
IBD028086,Gunmen Attack,2023-10-02,2023-10-02,1,Benue,10,10
IBD028110,Vigilante Vs Man,2023-10-02,2023-10-02,1,Niger,10,10
IBD028089,Gunmen Kill Man,2023-10-01,2023-10-01,1,Delta,10,10
IBD031578,Pastors Corpse,2023-10-01,2023-10-01,1,Bayelsa,10,10
IBD028083,Gunmen Kill 9,2023-10-01,2023-10-01,8,Plateau,10,10
IBD028081,Auto Crash Inferno,2023-10-01,2023-10-01,7,Delta,10,10
IBD028091,Iswap Vs Boko Haram,2023-10-01,2023-10-01,1,Borno,10,10
IBD028104,Assailants Vs Consultant,2023-10-01,2023-10-01,1,Rivers,10,10
IBD028090,Iswap Kill 1,2023-10-01,2023-10-01,1,Borno,10,10
IBD028085,Auto Crash,2023-10-01,2023-10-01,1,Ogun,10,10
IBD028107,Men Behead Woman,2023-10-01,2023-10-01,1,Kogi,10,10
IBD028282,Found Dead,2023-09-30,2023-09-30,70,Abia,9,9
IBD028294,Boko Haram Vs Police,2023-09-30,2023-09-30,1,Borno,9,9
IBD028082,Fire Outbreak,2023-09-30,2023-09-30,28,Rivers,9,9
IBD028159,Couple Found Dead,2023-09-30,2023-09-30,2,Delta,9,9
IBD028097,Man Drowns,2023-09-30,2023-09-30,1,Ogun,9,9
IBD028078,Banditry,2023-09-30,2023-09-30,1,Kaduna,9,9
IBD028527,Robbery Attack,2023-09-30,2023-10-20,2,Ogun,9,10
IBD028106,Auto Crash,2023-09-29,2023-09-29,1,Lagos,9,9
IBD028087,Iswap Kill 2,2023-09-29,2023-10-01,2,Borno,9,10
IBD028101,Vigilante Vs Okada Man,2023-09-29,2023-09-29,1,Niger,9,9
IBD028073,Mob Vs Commercial Driver,2023-09-28,2023-09-28,1,Plateau,9,9
IBD028088,Army Vs Iswap,2023-09-28,2023-09-28,20,Borno,9,9
IBD028077,Hotel Manager,2023-09-28,2023-09-28,1,Kwara,9,9
IBD028142,Domestic Violence,2023-09-28,2023-09-28,1,Bauchi,9,9
IBD028096,Undergraduate Student,2023-09-28,2023-09-28,1,Katsina,9,9
IBD028066,Auto Crash,2023-09-27,2023-09-27,1,Ogun,9,9
IBD028071,Police Vs Kidnappers,2023-09-27,2023-09-27,4,Delta,9,9
IBD028095,Naf Vs Boko Haram,2023-09-27,2023-09-30,18,Borno,9,9
IBD028072,Auto Crash,2023-09-27,2023-09-27,4,Osun,9,9
IBD028075,Woman Vs Stepson,2023-09-27,2023-09-27,1,Lagos,9,9
IBD029811,Retired General,2023-09-27,2023-09-27,1,Imo,9,9
IBD028069,Gunmen Attack,2023-09-26,2023-09-26,1,Kaduna,9,9
IBD028067,Bandits Kill 6,2023-09-26,2023-09-26,6,Kaduna,9,9
IBD028068,Gunmen Kill 2,2023-09-26,2023-09-26,2,Kwara,9,9
IBD028084,Assailants Vs Woman,2023-09-26,2023-09-26,1,Abuja,9,9
IBD028065,Woman Vs Husband,2023-09-26,2023-09-26,1,Ondo,9,9
IBD028062,Auto Crash,2023-09-25,2023-09-25,5,Edo,9,9
IBD028074,Flood Disaster,2023-09-25,2023-09-25,1,Gombe,9,9
IBD028070,Gunmen Attack,2023-09-24,2023-09-24,2,Edo,9,9
IBD028060,Man Drowns,2023-09-24,2023-09-24,1,Kano,9,9
IBD028054,Army Vs Bandits,2023-09-24,2023-09-24,20,Sokoto,9,9
IBD028064,Auto Crash,2023-09-24,2023-09-24,1,Abuja,9,9
IBD028050,Boko Haram Attack,2023-09-23,2023-09-23,5,Borno,9,9
IBD028045,Army Vs Bandits,2023-09-23,2023-09-23,5,Zamfara,9,9
IBD028057,Boko Haram Vs Farmers,2023-09-23,2023-09-23,10,Borno,9,9
IBD028063,Man Vs Neigbhour,2023-09-23,2023-09-23,1,Delta,9,9
IBD028079,Man Kills Lady,2023-09-23,2023-09-23,1,Kaduna,9,9
IBD028053,Gunmen Vs Fulani Leader,2023-09-23,2023-09-23,1,Plateau,9,9
IBD028047,Pastor Kills Young Lady,2023-09-22,2023-09-22,1,Delta,9,9
IBD028049,Electrocusion,2023-09-21,2023-09-21,2,Lagos,9,9
IBD028034,Gunmen Vs Nursing Mother,2023-09-21,2023-09-21,1,Osun,9,9
IBD028048,Assailants Vs Man,2023-09-21,2023-09-21,1,Abia,9,9
IBD028046,Gunmen Vs Vigilantes,2023-09-21,2023-09-21,6,Edo,9,9
IBD028061,Herdsmen Vs Farmers,2023-09-20,2023-09-20,1,Nasarawa,9,9
IBD028038,Gunmen Attack,2023-09-20,2023-09-20,3,Benue,9,9
IBD028036,Security Operatives Vs Kidnappers,2023-09-20,2023-09-20,1,Anambra,9,9
IBD028037,Banditry,2023-09-20,2023-09-20,23,Kebbi,9,9
IBD028042,Gunmen Vs Police Officer,2023-09-20,2023-09-20,2,Enugu,9,9
IBD028031,Naf Vs Boko Terrorists,2023-09-20,2023-09-20,8,Borno,9,9
IBD028165,Man Vs Friend,2023-09-20,2023-09-20,1,Ondo,9,9
IBD028026,Gunmen Vs Security Operatives,2023-09-19,2023-09-19,9,Imo,9,9
IBD028029,Man Dies Inside Well,2023-09-19,2023-09-19,1,Kano,9,9
IBD028059,Herders Attack,2023-09-19,2023-09-19,1,Nasarawa,9,9
IBD028033,Hunter Vs Girl,2023-09-19,2023-09-19,1,Lagos,9,9
IBD028011,Auto Crash,2023-09-18,2023-09-18,1,Anambra,9,9
IBD028116,Man Vs Friend,2023-09-18,2023-09-18,1,Imo,9,9
IBD028058,Herders Vs Farmers,2023-09-18,2023-09-19,2,Nasarawa,9,9
IBD028020,Army Vs Gunmen,2023-09-18,2023-09-18,3,Abia,9,9
IBD028019,Security Operatives Vs Gunmen,2023-09-18,2023-09-18,3,Enugu,9,9
IBD028027,Police Vs Kidnappers,2023-09-18,2023-09-18,4,Rivers,9,9
IBD028025,Boy Dies,2023-09-18,2023-09-18,1,Lagos,9,9
IBD028028,Bandits,2023-09-17,2023-09-17,4,Niger,9,9
IBD028055,Herders Vs Employer,2023-09-17,2023-09-17,1,Oyo,9,9
IBD028009,Auto Crash,2023-09-17,2023-09-17,5,Ogun,9,9
IBD028032,Doctor Dies,2023-09-17,2023-09-17,1,Lagos,9,9
IBD028018,Flood Disaster,2023-09-17,2023-09-18,4,Plateau,9,9
IBD028024,Banditry,2023-09-17,2023-09-17,10,Sokoto,9,9
IBD028007,Communal Clash,2023-09-17,2023-09-17,1,Osun,9,9
IBD028023,Banditry,2023-09-17,2023-09-17,15,Kebbi,9,9
IBD028041,Boko Haram Kill Farmers,2023-09-16,2023-09-16,2,Borno,9,9
IBD028006,Auto Crash,2023-09-16,2023-09-16,1,Kogi,9,9
IBD028022,Gunmen Vs Boy,2023-09-16,2023-09-16,1,Abuja,9,9
IBD028001,Assailant Vs Man,2023-09-16,2023-09-16,1,Osun,9,9
IBD028015,Auto Crash,2023-09-16,2023-09-16,1,Lagos,9,9
IBD028021,Banditry,2023-09-16,2023-09-16,1,Kaduna,9,9
IBD028040,Brothers Vs Journalist,2023-09-16,2023-09-16,1,Zamfara,9,9
IBD027996,Auto Crash,2023-09-15,2023-09-15,3,Ekiti,9,9
IBD028003,Flooding,2023-09-15,2023-09-15,1,Lagos,9,9
IBD030670,Police Vs Man,2023-09-15,2024-09-01,1,Rivers,9,9
IBD028005,Banditry,2023-09-15,2023-09-15,2,Kaduna,9,9
IBD027997,Auto Crash,2023-09-15,2023-09-15,5,Anambra,9,9
IBD028012,Police Vs Kidnappers,2023-09-15,2023-09-15,10,Bauchi,9,9
IBD027990,Man Kill Scavenger,2023-09-14,2023-09-14,1,Abuja,9,9
IBD027994,Cultist Vs Student,2023-09-14,2023-09-14,1,Anambra,9,9
IBD028000,Police Vs Ipob Esn,2023-09-14,2023-09-14,1,Ebonyi,9,9
IBD027984,Gunmen Attack,2023-09-14,2023-09-14,4,Sokoto,9,9
IBD028013,Complication,2023-09-14,2023-09-14,1,Lagos,9,9
IBD027974,Auto Crash,2023-09-13,2023-09-13,4,Abuja,9,9
IBD027982,Assailants Vs Lp Chieftain,2023-09-13,2023-09-13,1,Abia,9,9
IBD027986,Auto Crash,2023-09-13,2023-09-13,3,Kogi,9,9
IBD027977,Iswap Vs Fishermen,2023-09-13,2023-09-13,7,Borno,9,9
IBD028016,One Killed,2023-09-13,2023-09-13,1,Lagos,9,9
IBD028017,Cult Killing,2023-09-13,2023-09-17,16,Ogun,9,9
IBD028051,Man Vs Wife,2023-09-12,2023-09-12,1,Borno,9,9
IBD028030,Police Vs Kidnappers,2023-09-12,2023-09-12,4,Delta,9,9
IBD027978,Domestic Violence,2023-09-12,2023-09-12,1,Delta,9,9
IBD027980,Flood Disaster,2023-09-12,2023-09-12,1,Lagos,9,9
IBD027975,Farmers Vs Herders,2023-09-12,2023-09-12,1,Abuja,9,9
IBD027987,Mysterious Death,2023-09-12,2023-09-12,1,Lagos,9,9
IBD028008,Electrocution,2023-09-12,2023-09-12,1,Nasarawa,9,9
IBD028014,Man Vs Girlfriend,2023-09-12,2023-09-12,1,Lagos,9,9
IBD027967,Gunmen Vs Man,2023-09-12,2023-09-12,1,Abuja,9,9
IBD027966,Auto Crash,2023-09-12,2023-09-12,1,Lagos,9,9
IBD027976,Electrocution,2023-09-12,2023-09-12,1,Anambra,9,9
IBD027969,Nurtw Factional Clash,2023-09-12,2023-09-12,1,Abuja,9,9
IBD027960,Boat Mishap,2023-09-11,2023-09-11,11,Adamawa,9,9
IBD027955,Gunmen Attack,2023-09-11,2023-09-11,11,Plateau,9,9
IBD027971,Herdsmen Attack,2023-09-11,2023-09-11,3,Enugu,9,9
IBD027963,Police Vs Kidnappers,2023-09-11,2023-09-11,2,Adamawa,9,9
IBD027956,Gunmen Vs Vigilante,2023-09-11,2023-09-11,1,Delta,9,9
IBD027972,Banditry,2023-09-11,2023-09-11,6,Plateau,9,9
IBD027965,Naf Vs Iswap,2023-09-11,2023-09-11,30,Borno,9,9
IBD027981,Assailant Vs Woman,2023-09-11,2023-09-11,1,Lagos,9,9
IBD027988,Cultists Vs Transport Worker,2023-09-11,2023-09-11,1,Lagos,9,9
IBD027957,Communal Clash,2023-09-11,2023-09-11,10,Cross River,9,9
IBD028035,Assailant Vs Undergraduate,2023-09-11,2023-09-11,1,Abuja,9,9
IBD027962,Cult Killing,2023-09-10,2023-09-10,1,Edo,9,9
IBD027943,Auto Crash,2023-09-10,2023-09-10,2,Ogun,9,9
IBD027944,Auto Crash,2023-09-10,2023-09-10,1,Niger,9,9
IBD027946,Corpse Found,2023-09-10,2023-09-10,1,Zamfara,9,9
IBD027961,Cultists Vs Man,2023-09-10,2023-09-10,1,Edo,9,9
IBD027958,Residents Vs Tailor,2023-09-10,2023-09-10,1,Lagos,9,9
IBD027940,Boat Accident,2023-09-10,2023-09-10,28,Niger,9,9
IBD027959,Cult Killing,2023-09-10,2023-09-10,4,Osun,9,9
IBD027938,Domestic Violence,2023-09-10,2023-09-10,1,Gombe,9,9
IBD027993,Gunmen Attack,2023-09-10,2023-09-10,1,Kaduna,9,9
IBD027985,Auto Crash,2023-09-10,2023-09-10,5,Kogi,9,9
IBD027942,Gunmen Attack,2023-09-10,2023-09-10,1,Taraba,9,9
IBD027941,Security Operatives Vs Kidnapper,2023-09-09,2023-09-09,1,Anambra,9,9
IBD027948,Auto Crash,2023-09-09,2023-09-09,1,Kwara,9,9
IBD027939,Gunmen Vs Villagers,2023-09-09,2023-09-09,3,Enugu,9,9
IBD027936,Boat Mishap,2023-09-09,2023-09-09,11,Adamawa,9,9
IBD027952,Building Collapse,2023-09-09,2023-09-09,2,Ogun,9,9
IBD027970,Auto Crash,2023-09-09,2023-09-09,1,Kogi,9,9
IBD027945,Man Vs Artisan,2023-09-09,2023-09-09,1,Edo,9,9
IBD027953,Auto Crash,2023-09-09,2023-09-09,1,Ogun,9,9
IBD027949,Banditry,2023-09-09,2023-09-09,2,Kebbi,9,9
IBD028010,Student,2023-09-09,2023-09-09,1,Kwara,9,9
IBD028039,Boko Haram Kill Farmers,2023-09-09,2023-09-09,6,Borno,9,9
IBD028103,Policeman Kill Farmer,2023-09-09,2023-10-02,1,Akwa Ibom,9,10
IBD027930,Electrocution,2023-09-08,2023-09-08,1,Niger,9,9
IBD027932,Auto Crash,2023-09-08,2023-09-08,2,Ogun,9,9
IBD027951,Taxi Driver Dies,2023-09-08,2023-09-08,1,Rivers,9,9
IBD027937,Cultists Kill Dpo,2023-09-08,2023-09-08,1,Rivers,9,9
IBD027925,Dss Vs Fashion Designer,2023-09-07,2023-09-07,1,Abuja,9,9
